0.0,0.0,0.247115,3262906112,0,0.0,0.0,0.247271,3262906112,0,0.0,0.0,0.298118,3262906112,0,0.0,0.0,0.249764,3262906112,0,0.0,0.0,0.251539,3262906112,0,0.0249884,0.00873994,0.00654952,69949312,2185948,0.0249671,0.00883039,0.0069065,69949312,2185948,0.0249653,0.00877741,0.005529,69949312,2185948,0.0249743,0.0088161,0.00596086,69949312,2185948,0.0249569,0.0089217,0.00558401,69949312,2185948,0.0250532,0.00840066,0.00036739,120960,4368116,0.0250587,0.00840352,0.00037357,120960,4368116,0.0250469,0.00839279,0.000370536,120960,4368116,0.0250587,0.0084016,0.000373138,120960,4368116,0.0250506,0.0083733,0.000374553,120960,4368116,0.0406995,0.00499355,7.431e-05,120960,354320
0.0407331,0.00504112,6.6675e-05,120960,354320
0.0407675,0.00504515,6.9179e-05,120960,354320
0.0407853,0.00498526,7.0522e-05,120960,354320
0.0419875,0.00479297,7.2046e-05,120960,354320
0.0621563,0.00504775,7.2425e-05,120960,353236
0.0623018,0.00508927,7.3378e-05,120960,353220
0.0619738,0.00509086,6.959e-05,120960,353180
0.063121,0.00506646,7.418e-05,120960,353108
0.0635908,0.00468697,7.2165e-05,120960,353000
