List,6,128,0.0410235,0.0287467,0.000551602
TreeLowRoot,6,128,0.0982224,0.00634309,0.000630402
Full,6,128,0.0,0.0,0.372021
TreeLowOffset,6,128,0.0547676,0.00461237,0.000260056
List,6,128,0.0410109,0.0286276,0.000554558
TreeLowRoot,6,128,0.102594,0.00631614,0.000652634
Full,6,128,0.0,0.0,0.373576
TreeLowOffset,6,128,0.0556761,0.00415307,0.000254226
List,6,128,0.040949,0.0288069,0.000534269
TreeLowRoot,6,128,0.0794643,0.00435447,0.000248466
TreeLowOffset,6,128,0.0558006,0.00482246,0.000240841
Full,6,128,0.0,0.0,0.392122
List,6,128,0.0409181,0.0275596,0.000530032
TreeLowRoot,6,128,0.0999907,0.00632,0.000654077
Full,6,128,0.0,0.0,0.385067
TreeLowOffset,6,128,0.0555529,0.00414649,0.000243516
List,6,128,0.0408684,0.0289267,0.000561941
TreeLowRoot,6,128,0.100672,0.0064916,0.0005923
Full,6,128,0.0,0.0,0.381089
TreeLowOffset,6,128,0.0558601,0.00414335,0.000254576
