TreeLowOffset,6,128,0.0551842,0.00465601,0.000378831
List,6,128,0.0376872,0.00250556,0.000320641
TreeLowRoot,6,128,0.0792959,0.00460554,0.000370821
Full,6,128,0.0,0.0,0.369269
TreeLowOffset,6,128,0.0554407,0.00466912,0.000367098
TreeLowRoot,6,128,0.0793756,0.00460113,0.000369218
List,6,128,0.0483711,0.00254024,0.000330921
Full,6,128,0.0,0.0,0.37611
TreeLowOffset,6,128,0.0547539,0.00460461,0.000352972
List,6,128,0.037693,0.0018543,0.000331251
TreeLowRoot,6,128,0.0787992,0.0045718,0.000367956
Full,6,128,0.0,0.0,0.370767
TreeLowOffset,6,128,0.0555394,0.00471148,0.00035745
List,6,128,0.0376865,0.0024364,0.000324489
TreeLowRoot,6,128,0.0797237,0.00443359,0.000365551
Full,6,128,0.0,0.0,0.381554
TreeLowOffset,6,128,0.0556463,0.00468245,0.000372538
List,6,128,0.0376803,0.00179577,0.000348003
TreeLowRoot,6,128,0.0794899,0.00458216,0.000365601
Full,6,128,0.0,0.0,0.374757
