List,6,128,0.0378318,0.000847545,9.2483e-05
TreeLowRoot,6,128,0.0811066,0.00345802,0.000111549
Full,6,128,0.0,0.0,0.371366
TreeLowOffset,6,128,0.0572437,0.00302338,0.000102893
List,6,128,0.0378211,0.000847706,9.2663e-05
TreeLowOffset,6,128,0.0574513,0.00297798,0.00010687
Full,6,128,0.0,0.0,0.371403
TreeLowRoot,6,128,0.0812516,0.00348385,0.000114254
List,6,128,0.0378372,0.000843368,9.2994e-05
TreeLowRoot,6,128,0.0813871,0.00340127,0.000111609
Full,6,128,0.0,0.0,0.373903
TreeLowOffset,6,128,0.0566738,0.00300695,0.000107902
List,6,128,0.0378294,0.000843658,9.5459e-05
TreeLowOffset,6,128,0.0566033,0.00299166,0.000108072
TreeLowRoot,6,128,0.0810361,0.00345825,0.00011182
Full,6,128,0.0,0.0,0.374173
List,6,128,0.037832,0.000843318,9.5348e-05
Full,6,128,0.0,0.0,0.372035
TreeLowRoot,6,128,0.0812851,0.00332376,0.000109104
TreeLowOffset,6,128,0.0573454,0.00298442,0.000103513
