0.0,0.0,0.256192,3372263032,0,0.0,0.0,0.256348,3372263032,0,0.0,0.0,0.257585,3372263032,0,0.0,0.0,0.258474,3372263032,0,0.0,0.0,0.263466,3372263032,0,0.0230531,0.0115545,0.258343,3372263424,13172936,0.0230486,0.0115423,0.256158,3372263424,13172936,0.0230538,0.0115393,0.260388,3372263424,13172936,0.053281,0.0257852,0.260923,3372263424,13172936,0.0532935,0.0257681,0.262782,3372263424,13172936,0.0241577,0.0125289,0.0406703,506339328,24367960,0.0242001,0.0125725,0.0406532,506339328,24367960,0.0243142,0.0125468,0.0405699,506339328,24367960,0.0584959,0.0834769,0.0406091,506339328,24367960,0.0583689,0.0834832,0.041531,506339328,24367960,0.0340664,0.0169786,0.0404135,506339328,23217132
0.0340553,0.0169882,0.0403219,506339328,23217132
0.0342784,0.0169827,0.0402425,506339328,23217132
0.105678,0.176955,0.0403533,506339328,23217132
0.107579,0.177015,0.0412053,506339328,23217132
0.0341216,0.0169703,0.0403261,506339328,23217132
0.0341124,0.0170133,0.0404198,506339328,23217132
0.0342364,0.0169919,0.0422725,506339328,23217132
0.105552,0.176984,0.0405502,506339328,23217132
0.10556,0.177016,0.0414153,506339328,23217132
